DISSOLVED OXYGEN (mg/L),PERCENTAGE DISSOLVED OXYGEN (%),PH (???),TEMPERATURE (°C),TURBIDITY (NTU),date,quality
10.89,96.7,7.94,5.658,12.37,2023-01-30 00:01:24,81.575
9.27,91.31,7.96,6.326,5.99,2023-01-29 22:01:24,97.525
9.66,94.52,7.99,6.282,17.93,2023-01-29 20:01:24,75.0
10.08,94.74,7.96,5.989,24.34,2023-01-29 18:01:24,75.0
11.8,96.85,7.78,5.049,10.96,2023-01-29 16:01:24,85.1
11.58,96.2,7.82,5.073,8.13,2023-01-29 14:01:24,92.175
11.16,96.06,7.9,5.259,10.93,2023-01-29 12:01:24,85.175
9.46,91.17,7.94,6.197,9.33,2023-01-29 10:01:24,89.175
9.74,92.75,7.95,6.12,14.87,2023-01-29 08:01:24,75.325
10.38,93.29,7.87,5.698,15.34,2023-01-29 06:01:24,75.0
11.87,96.53,7.71,4.856,12.69,2023-01-29 04:01:24,80.775
11.95,96.85,7.77,4.836,11.38,2023-01-29 02:01:24,84.05
11.38,96.21,7.84,5.303,18.08,2023-01-29 00:01:24,75.0
9.89,92.75,7.95,6.073,14.17,2023-01-28 22:01:24,77.075
9.51,91.67,7.95,6.244,13.38,2023-01-28 20:01:24,79.05
10.24,93.63,7.9,5.928,19.88,2023-01-28 18:01:24,75.0
10.82,92.49,7.78,5.479,15.22,2023-01-28 16:01:24,75.0
11.95,96.57,7.76,5.107,14.01,2023-01-28 14:01:24,77.475
11.52,95.38,7.8,5.289,16.28,2023-01-28 12:01:24,75.0
10.1,91.52,7.92,5.867,13.28,2023-01-28 10:01:24,79.3
9.59,90.84,7.93,6.169,16.85,2023-01-28 08:01:24,75.0
10.43,91.99,7.85,5.729,26.89,2023-01-28 06:01:24,75.0
11.79,96.47,7.74,5.243,20.49,2023-01-28 04:01:24,75.0
12.03,97.13,7.76,5.14,19.6,2023-01-28 02:01:24,75.0
11.62,95.81,7.8,5.391,31.42,2023-01-28 00:01:24,75.0
10.28,90.54,7.87,5.769,15.47,2023-01-27 22:01:24,75.0
9.41,88.37,7.92,6.139,14.0,2023-01-27 20:01:24,77.5
9.94,90.35,7.89,5.979,28.99,2023-01-27 18:01:24,75.0
11.17,94.28,7.8,5.632,38.99,2023-01-27 16:01:24,75.0
11.86,95.82,7.8,5.5,25.72,2023-01-27 14:01:24,75.0
11.74,96.0,7.82,5.509,47.61,2023-01-27 12:01:24,75.0
10.8,92.09,7.83,5.585,26.75,2023-01-27 10:01:24,75.0
9.55,87.64,7.86,5.942,19.43,2023-01-27 08:01:24,75.0
10.56,92.16,7.83,5.707,38.41,2023-01-27 06:01:24,75.0
11.68,95.73,7.75,5.502,37.56,2023-01-27 04:01:24,75.0
12.07,97.0,7.87,5.479,45.43,2023-01-27 02:01:24,75.0
11.64,95.65,7.79,5.52,63.51,2023-01-27 00:01:24,75.0
11.19,93.49,7.83,5.484,48.97,2023-01-26 22:01:24,75.0
9.99,89.76,7.87,5.687,19.25,2023-01-26 20:01:24,75.0
9.7,89.21,7.88,5.839,24.88,2023-01-26 18:01:24,75.0
11.39,94.42,7.77,5.388,46.47,2023-01-26 16:01:24,75.0
11.74,94.93,7.79,5.487,37.96,2023-01-26 14:01:24,75.0
11.75,95.43,7.8,5.413,49.42,2023-01-26 12:01:24,75.0
11.33,93.48,7.8,5.184,51.13,2023-01-26 10:01:24,75.0
10.22,90.64,7.86,5.388,26.1,2023-01-26 08:01:24,75.0
10.22,91.44,7.87,5.467,33.21,2023-01-26 06:01:24,75.0
11.32,93.78,7.77,5.067,43.95,2023-01-26 04:01:24,75.0
12.06,96.52,7.82,5.33,49.56,2023-01-26 02:01:24,75.0
11.74,95.3,7.78,5.175,59.42,2023-01-26 00:01:24,75.0
11.43,94.1,7.81,5.02,88.39,2023-01-25 22:01:24,75.0
10.1,89.35,7.85,5.229,17.76,2023-01-25 20:01:24,75.0
9.65,89.51,7.89,5.692,30.12,2023-01-25 18:01:24,75.0
10.7,92.31,7.82,5.036,59.23,2023-01-25 16:01:24,75.0
11.95,95.58,7.76,4.71,45.84,2023-01-25 14:01:24,75.0
12.08,96.1,7.81,4.792,50.54,2023-01-25 12:01:24,75.0
11.79,94.7,7.8,4.526,66.83,2023-01-25 10:01:24,75.0
10.67,90.88,7.81,4.68,23.5,2023-01-25 08:01:25,75.0
10.0,90.29,7.86,5.237,21.85,2023-01-25 06:01:24,75.0
11.07,92.82,7.78,4.505,76.09,2023-01-25 04:01:24,75.0
12.43,97.01,7.75,4.271,62.32,2023-01-25 02:01:25,75.0
12.65,98.37,7.94,4.459,81.39,2023-01-25 00:01:24,75.0
11.94,95.12,7.78,4.184,98.71,2023-01-24 22:01:24,75.0
11.23,92.56,7.8,4.194,45.89,2023-01-24 20:01:24,75.0
10.12,90.42,7.86,5.018,20.49,2023-01-24 18:01:24,75.0
10.67,92.73,7.84,4.712,51.62,2023-01-24 16:01:24,75.0
12.1,95.32,7.74,3.698,71.5,2023-01-24 14:01:24,75.0
12.75,97.74,7.87,3.765,51.67,2023-01-24 12:01:24,75.0
12.25,95.66,7.79,3.595,87.4,2023-01-24 10:01:24,75.0
11.57,93.31,7.79,3.69,48.53,2023-01-24 08:01:24,75.0
10.39,91.88,7.87,4.767,19.16,2023-01-24 06:01:24,75.0
10.85,93.53,7.84,4.453,65.98,2023-01-24 04:01:24,75.0
12.27,95.94,7.72,3.329,55.89,2023-01-24 02:01:24,75.0
13.22,99.32,7.98,3.288,61.84,2023-01-24 00:01:24,75.0
12.65,96.89,7.78,3.126,83.38,2023-01-23 22:01:24,75.0
12.24,95.7,7.8,3.202,39.77,2023-01-23 20:01:25,75.0
10.69,92.52,7.85,4.409,21.42,2023-01-23 18:01:24,75.0
10.25,92.04,7.88,4.902,19.39,2023-01-23 16:01:24,75.0
11.83,95.17,7.75,3.502,53.83,2023-01-23 14:01:24,75.0
13.17,98.22,7.78,2.601,41.22,2023-01-23 12:01:24,75.0
12.89,97.42,7.78,2.671,64.12,2023-01-23 10:01:24,75.0
12.4,96.35,7.79,2.966,42.46,2023-01-23 08:01:24,75.0
10.9,93.35,7.85,4.205,15.76,2023-01-23 06:01:24,75.0
10.29,92.53,7.88,4.851,22.58,2023-01-23 04:01:24,75.0
11.67,95.55,7.79,3.652,52.37,2023-01-23 02:01:24,75.0
13.08,98.11,7.75,2.526,42.0,2023-01-23 00:01:24,75.0
13.13,98.26,7.81,2.451,58.38,2023-01-22 22:01:24,75.0
12.61,97.27,7.78,2.853,63.38,2023-01-22 20:01:24,75.0
11.1,93.79,7.84,4.02,16.7,2023-01-22 18:01:24,75.0
10.1,91.94,7.91,5.004,16.61,2023-01-22 16:01:24,75.0
11.15,94.91,7.85,4.146,38.42,2023-01-22 14:01:24,75.0
12.69,97.29,7.72,2.766,24.22,2023-01-22 12:01:24,75.0
13.03,97.96,7.77,2.491,30.93,2023-01-22 10:01:24,75.0
12.7,97.33,7.77,2.717,47.97,2023-01-22 08:01:24,75.0
11.33,94.07,7.82,3.766,21.53,2023-01-22 06:01:24,75.0
10.09,91.6,7.89,5.01,13.3,2023-01-22 04:01:24,79.25
10.93,94.49,7.86,4.351,30.2,2023-01-22 02:01:24,75.0
12.37,96.77,7.71,3.102,19.13,2023-01-22 00:01:24,75.0
12.89,97.7,7.74,2.712,23.43,2023-01-21 22:01:24,75.0
12.59,97.53,7.73,3.004,26.45,2023-01-21 20:01:24,75.0
11.65,95.21,7.8,3.687,16.44,2023-01-21 18:01:24,75.0
10.41,92.89,7.9,4.842,6.36,2023-01-21 16:01:24,96.6
10.37,93.26,7.91,4.949,14.5,2023-01-21 14:01:24,76.25
11.89,96.03,7.75,3.554,18.95,2023-01-21 12:01:24,75.0
12.38,95.78,7.73,3.022,11.32,2023-01-21 10:01:24,84.2
12.45,97.23,7.73,3.124,16.07,2023-01-21 08:01:24,75.0
11.56,95.02,7.82,3.75,15.49,2023-01-21 06:01:24,75.0
10.4,93.29,7.92,4.959,7.07,2023-01-21 04:01:24,94.825
10.01,92.49,7.93,5.405,5.41,2023-01-21 02:01:24,98.975
11.45,95.7,7.83,4.076,14.28,2023-01-21 00:01:24,76.8
11.74,94.69,7.76,3.611,6.75,2023-01-20 22:01:24,95.625
12.31,96.9,7.76,3.298,8.56,2023-01-20 20:01:24,91.1
11.72,95.9,7.82,3.825,13.08,2023-01-20 18:01:24,79.8
10.48,93.54,7.92,5.004,6.54,2023-01-20 16:01:24,96.15
9.56,91.31,7.95,5.904,10.23,2023-01-20 14:01:24,86.925
10.51,94.32,7.93,5.062,15.1,2023-01-20 12:01:24,75.0
11.18,94.22,7.83,4.253,10.0,2023-01-20 10:01:24,87.5
12.14,95.54,7.79,3.239,6.38,2023-01-20 08:01:24,96.55
11.76,95.95,7.85,3.682,14.53,2023-01-20 06:01:24,76.175
10.91,94.46,7.93,4.42,8.93,2023-01-20 04:01:24,90.175
9.35,91.33,7.97,6.381,10.52,2023-01-20 02:01:24,86.2
9.81,92.85,7.96,5.935,17.16,2023-01-20 00:01:24,75.0
10.3,92.56,7.89,5.242,10.67,2023-01-19 22:01:24,85.825
12.02,95.65,7.78,3.418,7.36,2023-01-19 20:01:24,94.1
12.01,96.1,7.82,3.45,7.08,2023-01-19 18:01:24,94.8
11.36,95.31,7.91,4.077,10.73,2023-01-19 16:01:24,85.675
9.09,89.36,7.93,6.651,3.41,2023-01-19 14:01:24,100.0
9.4,91.8,7.97,6.539,12.28,2023-01-19 12:01:24,81.8
9.96,92.38,7.93,5.771,10.17,2023-01-19 10:01:24,87.075
10.29,91.37,7.86,5.114,6.88,2023-01-19 09:01:24,95.3
12.3,95.45,7.78,3.016,5.02,2023-01-19 08:01:24,99.95
11.98,95.53,7.79,3.475,5.97,2023-01-19 07:01:24,97.575
12.1,95.97,7.8,3.313,6.11,2023-01-19 06:01:24,97.225
11.96,96.19,7.84,3.493,7.81,2023-01-19 05:01:25,92.975
11.81,96.0,7.88,3.567,7.53,2023-01-19 04:01:24,93.675
11.09,95.03,7.95,4.391,12.05,2023-01-19 03:01:24,82.375
9.5,92.14,7.97,6.484,6.86,2023-01-19 02:01:24,95.35
8.79,87.96,7.95,7.03,5.15,2023-01-19 01:01:24,99.625
9.1,90.93,7.98,7.001,7.8,2023-01-19 00:01:24,93.0
9.15,91.3,7.98,7.002,8.82,2023-01-18 23:01:24,90.45
9.28,91.26,7.97,6.808,13.29,2023-01-18 22:01:24,79.275
9.31,90.13,7.93,6.584,9.82,2023-01-18 21:01:24,87.95
11.37,93.77,7.82,4.003,5.13,2023-01-18 20:01:24,99.675
12.07,96.24,7.81,3.485,5.73,2023-01-18 19:01:24,98.175
11.69,95.3,7.85,3.814,5.77,2023-01-18 18:01:24,98.075
11.81,96.16,7.86,3.8,8.24,2023-01-18 17:01:24,91.9
11.83,96.25,7.88,3.757,7.43,2023-01-18 16:01:24,93.925
10.75,94.73,7.97,5.051,10.17,2023-01-18 15:01:24,87.075
9.39,92.15,7.99,6.75,8.79,2023-01-18 14:01:24,90.525
8.83,89.59,7.97,7.331,6.72,2023-01-18 13:01:24,95.7
8.84,89.74,7.97,7.344,7.08,2023-01-18 12:01:24,94.8
9.05,91.14,7.98,7.236,11.71,2023-01-18 11:01:24,83.225
9.24,91.55,7.98,6.997,13.89,2023-01-18 10:01:24,77.775
9.19,90.41,7.96,6.938,16.38,2023-01-18 09:01:24,75.0
9.28,89.26,7.9,6.558,7.39,2023-01-18 08:01:24,94.025
12.28,95.28,7.76,3.067,6.05,2023-01-18 07:01:24,97.375
12.29,96.17,7.77,3.224,5.85,2023-01-18 06:01:24,97.875
12.43,96.59,7.77,3.123,5.73,2023-01-18 05:01:24,98.175
12.35,96.24,7.81,3.197,7.12,2023-01-18 04:01:24,94.7
12.46,96.44,7.83,3.067,8.64,2023-01-18 03:01:24,90.9
11.37,96.33,7.91,4.669,10.06,2023-01-18 02:01:24,87.35
8.94,90.27,7.98,7.37,7.95,2023-01-18 01:01:24,92.625
8.64,87.76,7.95,7.469,4.02,2023-01-18 00:01:24,100.0
8.82,89.46,7.97,7.447,4.91,2023-01-17 23:01:24,100.0
8.96,90.29,7.98,7.372,8.11,2023-01-17 22:01:24,92.225
8.91,89.39,7.95,7.333,8.48,2023-01-17 21:01:24,91.3
9.04,89.41,7.94,7.139,7.71,2023-01-17 20:01:24,93.225
9.5,88.57,7.86,6.187,7.85,2023-01-17 19:01:24,92.875
12.43,95.3,7.72,3.27,4.69,2023-01-17 18:01:24,100.0
12.32,95.07,7.74,3.423,5.02,2023-01-17 17:01:24,99.95
12.31,95.78,7.77,3.558,7.8,2023-01-17 16:01:24,93.0
12.13,95.56,7.8,3.766,7.17,2023-01-17 15:01:24,94.575
11.6,95.41,7.88,4.406,12.06,2023-01-17 14:01:24,82.35
9.59,92.69,7.99,6.832,12.98,2023-01-17 13:01:24,80.05
8.86,88.99,7.96,7.386,7.67,2023-01-17 12:01:24,93.325
8.73,87.96,7.95,7.443,4.0,2023-01-17 11:01:24,100.0
8.9,89.52,7.96,7.424,6.36,2023-01-17 10:01:24,96.6
9.04,90.32,7.96,7.34,11.85,2023-01-17 09:01:24,82.875
9.13,89.97,7.94,7.164,9.56,2023-01-17 08:01:24,88.6
9.35,89.18,7.86,6.691,6.4,2023-01-17 07:01:24,96.5
12.16,94.89,7.65,3.886,5.17,2023-01-17 06:01:24,99.575
12.21,94.65,7.68,3.808,5.7,2023-01-17 05:01:24,98.25
12.34,96.06,7.69,3.902,5.21,2023-01-17 04:01:24,99.475
12.34,96.31,7.7,3.987,5.82,2023-01-17 03:01:24,97.95
12.34,96.55,7.73,4.047,6.14,2023-01-17 02:01:24,97.15
11.9,96.19,7.82,4.469,9.06,2023-01-17 01:01:24,89.85
10.06,92.64,8.01,6.228,11.72,2023-01-17 00:01:24,83.2
8.84,88.41,7.94,7.396,4.59,2023-01-16 23:01:24,100.0
8.92,89.54,7.96,7.45,5.37,2023-01-16 22:01:24,99.075
8.98,89.8,7.95,7.409,4.77,2023-01-16 21:01:24,100.0
8.97,89.84,7.94,7.46,9.07,2023-01-16 20:01:24,89.825
9.15,90.68,7.94,7.343,11.29,2023-01-16 19:01:24,84.275
9.92,88.98,7.79,5.875,7.42,2023-01-16 18:01:24,93.95
12.25,95.59,7.63,4.282,6.45,2023-01-16 17:01:24,96.375
12.06,94.13,7.64,4.3,6.08,2023-01-16 16:01:24,97.3
12.37,96.77,7.66,4.344,6.9,2023-01-16 15:01:24,95.25
12.32,96.67,7.68,4.413,6.31,2023-01-16 14:01:24,96.725
12.26,96.94,7.73,4.497,7.34,2023-01-16 13:01:24,94.15
11.14,94.44,7.97,5.441,7.87,2023-01-16 12:01:24,92.825
9.72,92.43,7.97,6.894,8.37,2023-01-16 11:01:24,91.575
9.19,90.64,7.95,7.342,7.38,2023-01-16 10:01:24,94.05
9.58,93.14,7.98,7.158,9.28,2023-01-16 09:01:24,89.3
9.53,92.43,7.95,7.135,8.48,2023-01-16 08:01:24,91.3
9.89,91.87,7.87,6.602,7.16,2023-01-16 07:01:24,94.6
11.61,95.4,7.64,5.13,8.75,2023-01-16 06:01:24,90.625
12.09,95.58,7.61,4.703,6.93,2023-01-16 05:01:24,95.175
12.17,96.33,7.61,4.728,6.87,2023-01-16 04:01:24,95.325
12.23,96.94,7.63,4.782,7.42,2023-01-16 03:01:24,93.95
12.29,97.54,7.65,4.837,7.9,2023-01-16 02:01:24,92.75
12.36,97.78,7.68,4.828,10.2,2023-01-16 01:01:24,87.0
12.2,97.02,7.71,4.962,7.59,2023-01-16 00:01:24,93.525
11.72,97.23,7.81,5.543,11.91,2023-01-15 23:01:24,82.725
9.34,92.37,7.98,7.408,8.15,2023-01-15 22:01:24,92.125
9.11,91.26,7.96,7.569,4.6,2023-01-15 21:01:24,100.0
9.2,91.0,7.95,7.404,8.12,2023-01-15 20:01:24,92.2
9.39,91.51,7.94,7.236,7.97,2023-01-15 19:01:24,92.575
9.57,91.76,7.89,7.099,7.37,2023-01-15 18:01:24,94.075
11.31,94.53,7.66,5.637,10.34,2023-01-15 17:01:24,86.65
12.0,95.72,7.6,5.211,10.6,2023-01-15 16:01:24,86.0
12.09,96.57,7.62,5.249,10.59,2023-01-15 15:01:24,86.025
11.99,95.9,7.65,5.29,12.07,2023-01-15 14:01:24,82.325
12.02,96.27,7.68,5.306,11.14,2023-01-15 13:01:24,84.65
11.88,96.13,7.75,5.408,14.35,2023-01-15 12:01:24,76.625
11.05,95.47,7.95,6.029,12.86,2023-01-15 11:01:24,80.35
10.07,94.56,7.99,6.884,11.47,2023-01-15 10:01:24,83.825
9.18,91.41,7.96,7.501,8.19,2023-01-15 09:01:24,92.025
9.43,92.2,7.95,7.333,8.47,2023-01-15 08:01:24,91.325
9.44,92.16,7.94,7.307,10.86,2023-01-15 07:01:24,85.35
10.14,94.03,7.89,6.814,17.38,2023-01-15 06:01:24,75.0
11.72,96.26,7.66,5.66,14.24,2023-01-15 05:01:24,76.9
11.99,96.53,7.63,5.458,14.2,2023-01-15 04:01:24,77.0
12.01,96.92,7.65,5.501,15.58,2023-01-15 03:01:24,75.0
11.99,97.09,7.68,5.55,16.75,2023-01-15 02:01:24,75.0
12.05,97.33,7.7,5.536,18.07,2023-01-15 01:01:24,75.0
12.02,97.09,7.71,5.551,17.75,2023-01-15 00:01:24,75.0
12.0,97.27,7.71,5.602,11.59,2023-01-14 23:01:24,83.525
12.01,97.33,7.76,5.623,9.34,2023-01-14 22:01:24,89.15
9.7,93.61,7.97,7.284,11.2,2023-01-14 21:01:24,84.5
9.38,91.81,7.94,7.403,7.74,2023-01-14 20:01:24,93.15
9.28,90.47,7.9,7.357,8.66,2023-01-14 19:01:24,90.85
9.86,92.07,7.88,7.008,11.71,2023-01-14 18:01:24,83.225
11.32,96.04,7.62,6.13,11.26,2023-01-14 17:01:24,84.35
12.15,97.25,7.57,5.677,10.6,2023-01-14 16:01:24,86.0
12.2,97.96,7.55,5.706,9.93,2023-01-14 15:01:24,87.675
12.15,97.86,7.54,5.732,8.67,2023-01-14 14:01:24,90.825
12.19,98.27,7.54,5.726,12.84,2023-01-14 13:01:24,80.4
12.16,97.82,7.56,5.699,11.93,2023-01-14 12:01:24,82.675
12.14,97.79,7.61,5.726,12.79,2023-01-14 11:01:24,80.525
12.01,97.72,7.65,5.808,13.72,2023-01-14 10:01:24,78.2
11.04,96.05,7.84,6.345,13.66,2023-01-14 09:01:24,78.35
9.7,91.24,7.87,7.05,9.59,2023-01-14 08:01:24,88.525
9.87,92.7,7.9,7.016,14.34,2023-01-14 07:01:24,76.65
10.48,94.4,7.8,6.653,13.29,2023-01-14 06:01:24,79.275
11.89,97.95,7.49,5.919,18.78,2023-01-14 05:01:24,75.0
12.33,98.51,7.5,5.647,20.58,2023-01-14 04:01:24,75.0
12.28,98.01,7.56,5.634,19.99,2023-01-14 03:01:24,75.0
12.34,98.81,7.57,5.66,21.14,2023-01-14 02:01:24,75.0
12.23,98.6,7.54,5.72,20.94,2023-01-14 01:01:24,75.0
12.22,98.61,7.57,5.729,24.87,2023-01-14 00:01:24,75.0
12.21,98.51,7.61,5.714,19.58,2023-01-13 23:01:24,75.0
12.17,98.13,7.69,5.717,19.5,2023-01-13 22:01:24,75.0
11.78,96.95,7.81,5.891,17.64,2023-01-13 21:01:24,75.0
9.99,93.57,7.94,6.961,12.01,2023-01-13 20:01:24,82.475
9.56,90.75,7.88,7.095,8.48,2023-01-13 19:01:24,91.3
10.19,93.46,7.87,6.798,15.92,2023-01-13 18:01:24,75.0
10.59,93.79,7.78,6.466,11.42,2023-01-13 17:01:24,83.95
11.96,97.03,7.62,5.813,18.08,2023-01-13 16:01:24,75.0
12.2,97.7,7.72,5.725,23.4,2023-01-13 15:01:24,75.0
12.16,97.94,7.69,5.76,23.02,2023-01-13 14:01:24,75.0
12.06,97.64,7.68,5.778,17.6,2023-01-13 13:01:24,75.0
12.02,97.48,7.7,5.728,52.85,2023-01-13 12:01:24,75.0
10.22,93.63,7.88,5.987,14.34,2022-12-12 15:01:24,76.65
10.64,93.31,7.83,5.199,11.04,2022-12-12 14:01:24,84.9
10.63,91.95,7.78,4.949,26.1,2022-12-12 13:01:24,75.0
11.35,93.7,7.74,4.213,8.55,2022-12-12 01:01:24,91.125
12.09,94.43,7.73,3.225,6.98,2022-12-12 00:01:24,95.05
12.26,96.02,7.74,3.249,8.11,2022-12-11 23:01:24,92.225
11.86,95.44,7.77,3.751,10.07,2022-12-11 22:01:28,87.325
11.43,94.74,7.8,4.29,10.18,2022-12-11 21:01:24,87.05
10.59,93.53,7.86,5.428,7.03,2022-12-11 20:01:24,94.925
9.77,92.07,7.91,6.579,7.01,2022-12-11 19:01:24,94.975
9.17,90.4,7.92,7.381,6.11,2022-12-11 18:01:24,97.225
9.12,90.43,7.91,7.505,6.22,2022-12-11 17:01:24,96.95
9.67,92.62,7.91,6.883,9.53,2022-12-11 16:01:24,88.675
10.15,93.3,7.88,6.146,8.95,2022-12-11 15:01:24,90.125
10.69,93.57,7.83,5.312,13.72,2022-12-11 14:01:24,78.2
10.94,93.61,7.79,4.934,8.37,2022-12-11 13:01:24,91.575
11.25,92.33,7.73,4.175,7.41,2022-12-11 12:01:24,93.975
12.05,93.89,7.73,3.218,8.08,2022-12-11 11:01:24,92.3
11.98,94.82,7.74,3.501,9.22,2022-12-11 10:01:24,89.45
11.45,94.03,7.77,4.174,9.54,2022-12-11 09:01:24,88.65
10.8,93.35,7.83,5.102,9.13,2022-12-11 08:01:24,89.675
10.18,92.64,7.88,6.028,6.08,2022-12-11 07:01:24,97.3
9.37,90.82,7.9,7.189,4.95,2022-12-11 06:01:24,100.0
9.31,91.59,7.92,7.453,6.14,2022-12-11 05:01:24,97.15
9.69,92.59,7.91,6.937,9.43,2022-12-11 04:01:24,88.925
10.3,93.01,7.86,5.938,13.27,2022-12-11 03:01:24,79.325
11.25,94.32,7.77,4.684,10.54,2022-12-11 02:01:24,86.15
11.17,94.08,7.75,4.824,13.91,2022-12-11 01:01:24,77.725
11.9,94.0,7.71,3.653,8.5,2022-12-11 00:01:24,91.25
12.3,95.69,7.73,3.339,9.56,2022-12-10 23:01:24,88.6
12.1,95.46,7.74,3.624,11.28,2022-12-10 22:01:24,84.3
11.56,94.33,7.76,4.264,11.16,2022-12-10 21:01:24,84.6
11.24,93.9,7.79,4.663,12.7,2022-12-10 20:01:24,80.75
10.33,92.81,7.87,5.927,10.77,2022-12-10 19:01:24,85.575
9.62,91.68,7.9,7.019,6.23,2022-12-10 18:01:24,96.925
9.29,91.25,7.91,7.536,7.21,2022-12-10 17:01:24,94.475
9.43,91.99,7.91,7.405,6.96,2022-12-10 16:01:24,95.1
10.06,93.21,7.88,6.543,10.38,2022-12-10 15:01:24,86.55
10.4,93.47,7.84,6.047,25.36,2022-12-10 14:01:24,75.0
11.15,94.18,7.77,4.987,13.65,2022-12-10 13:01:24,78.375
11.29,93.45,7.73,4.661,8.9,2022-12-10 12:01:24,90.25
12.08,94.63,7.73,3.634,166.2,2022-12-10 11:01:24,75.0
12.07,95.26,7.73,3.773,10.18,2022-12-10 10:01:24,87.05
11.65,94.65,7.75,4.312,14.16,2022-12-10 09:01:24,77.1
11.22,93.86,7.78,4.826,9.75,2022-12-10 08:01:24,88.125
10.47,93.05,7.85,5.901,10.04,2022-12-10 07:01:24,87.4
9.94,92.81,7.9,6.763,7.45,2022-12-10 06:01:24,93.875
9.25,90.53,7.9,7.596,8.01,2022-12-10 05:01:24,92.475
9.46,91.84,7.9,7.46,6.51,2022-12-10 04:01:24,96.225
10.1,93.55,7.87,6.669,9.91,2022-12-10 03:01:24,87.725
10.83,94.18,7.8,5.625,11.91,2022-12-10 02:01:24,82.725
11.34,94.98,7.74,5.047,12.71,2022-12-10 01:01:24,80.725
11.57,94.97,7.72,4.693,9.7,2022-12-10 00:01:24,88.25
12.0,94.77,7.73,4.0,8.15,2022-12-09 23:01:24,92.125
12.05,95.94,7.73,4.144,10.65,2022-12-09 22:01:24,85.875
11.68,95.24,7.75,4.588,14.33,2022-12-09 21:01:24,76.675
11.4,94.94,7.77,4.989,18.25,2022-12-09 20:01:24,75.0
10.79,94.19,7.84,5.779,10.42,2022-12-09 19:01:24,86.45
10.05,93.17,7.89,6.827,6.04,2022-12-09 18:01:24,97.4
9.15,90.59,7.9,7.918,5.01,2022-12-09 17:01:24,99.975
9.21,91.37,7.91,7.961,8.96,2022-12-09 16:01:24,90.1
9.57,93.08,7.91,7.642,9.94,2022-12-09 15:01:24,87.65
10.12,94.12,7.86,6.941,26.81,2022-12-09 14:01:24,75.0
10.76,94.3,7.81,5.978,15.97,2022-12-09 13:01:24,75.0
11.19,94.98,7.74,5.464,12.83,2022-12-09 12:01:24,80.425
11.79,94.57,7.71,4.491,8.29,2022-12-09 11:01:24,91.775
12.04,95.78,7.72,4.314,9.47,2022-12-09 10:01:24,88.825
11.9,95.92,7.73,4.56,11.78,2022-12-09 09:01:24,83.05
11.45,94.95,7.75,5.058,11.36,2022-12-09 08:01:24,84.1
11.01,94.22,7.8,5.583,11.22,2022-12-09 07:01:24,84.45
10.36,93.43,7.87,6.421,11.94,2022-12-09 06:01:24,82.65
9.66,93.11,7.91,7.631,6.54,2022-12-09 05:01:24,96.15
9.17,91.1,7.9,8.156,4.32,2022-12-09 04:01:24,100.0
9.52,93.13,7.91,7.901,9.28,2022-12-09 03:01:24,89.3
10.2,93.99,7.86,6.934,15.26,2022-12-09 02:01:24,75.0
10.97,95.36,7.77,6.037,21.65,2022-12-09 01:01:24,75.0
11.31,95.77,7.73,5.662,15.69,2022-12-09 00:01:24,75.0
11.53,94.46,7.7,5.099,9.23,2022-12-08 23:01:24,89.425
12.03,96.46,7.72,4.739,8.84,2022-12-08 22:01:24,90.4
11.91,96.43,7.73,4.923,10.59,2022-12-08 21:01:24,86.025
11.54,95.99,7.74,5.392,13.55,2022-12-08 20:01:24,78.625
11.15,94.99,7.77,5.795,14.75,2022-12-08 19:01:24,75.625
10.53,94.44,7.86,6.562,16.59,2022-12-08 18:01:24,75.0
9.64,92.86,7.91,7.789,5.87,2022-12-08 17:01:24,97.825
9.07,90.57,7.9,8.369,5.64,2022-12-08 16:01:24,98.4
9.3,92.24,7.91,8.251,10.25,2022-12-08 15:01:24,86.875
9.79,93.52,7.88,7.678,10.79,2022-12-08 14:01:24,85.525
10.39,94.69,7.82,6.971,27.08,2022-12-08 13:01:24,75.0
11.13,95.82,7.75,6.086,14.28,2022-12-08 12:01:24,76.8
11.55,95.85,7.72,5.476,9.6,2022-12-08 11:01:24,88.5
12.0,96.7,7.71,5.006,8.98,2022-12-08 10:01:24,90.05
12.03,97.26,7.72,5.069,10.4,2022-12-08 09:01:24,86.5
11.8,96.99,7.73,5.356,14.44,2022-12-08 08:01:24,76.4
11.46,96.1,7.75,5.697,11.58,2022-12-08 07:01:24,83.55
10.94,95.37,7.8,6.299,13.62,2022-12-08 06:01:24,78.45
9.94,93.29,7.88,7.523,5.14,2022-12-08 05:01:24,99.65
9.13,91.24,7.91,8.525,8.46,2022-12-08 04:01:24,91.35
9.04,91.19,7.91,8.671,8.03,2022-12-08 03:01:24,92.425
9.46,92.59,7.89,8.21,9.67,2022-12-08 02:01:24,88.325
10.24,94.85,7.83,7.397,23.98,2022-12-08 01:01:24,75.0
10.72,95.63,7.78,6.845,25.44,2022-12-08 00:01:24,75.0
11.33,96.4,7.69,6.149,13.96,2022-12-07 23:01:24,77.6
11.8,95.82,7.68,5.408,8.51,2022-12-07 22:01:24,91.225
12.03,97.55,7.7,5.382,10.51,2022-12-07 21:01:24,86.225
11.92,97.65,7.71,5.584,12.65,2022-12-07 20:01:24,80.875
11.65,97.14,7.73,5.873,14.83,2022-12-07 19:01:24,75.425
